status,open_time,close_time,symbol,side,entry_price,exit_price,position_size_usd,position_size_qty,num_fills,gross_pnl,realized_pnl,total_fees,close_reason,cumulative_wins,cumulative_losses,cumulative_pnl,cumulative_fees
LOSS,2025-12-01T11:52:18.738407+00:00,2025-11-25T13:59:59.999000+00:00,BTCUSDT,LONG,87321.26701854,87027.80000000,360.00,0.00412271,4,-1.2099,-1.2888,0.078958,SIGNAL_REVERSAL,13,8,4.2954,0.798933
WIN,2025-12-01T11:52:18.807610+00:00,2025-11-25T14:59:59.999000+00:00,BTCUSDT,SHORT,87168.90357143,86695.00000000,100.00,0.00114720,1,0.5437,0.5218,0.021891,SIGNAL_REVERSAL,14,8,4.8172,0.822825
WIN,2025-12-01T11:52:18.834256+00:00,2025-11-25T15:59:59.999000+00:00,BTCUSDT,SHORT,86978.65689671,86946.50000000,190.00,0.00218444,2,0.0702,0.0285,0.041786,SIGNAL_REVERSAL,15,8,4.8456,0.868411
WIN,2025-12-01T11:52:18.878295+00:00,2025-11-25T17:29:59.999000+00:00,BTCUSDT,LONG,86717.32142857,87454.40000000,100.00,0.00115317,1,0.8500,0.8278,0.022170,SIGNAL_REVERSAL,16,8,5.6734,0.892581
LOSS,2025-12-01T11:52:18.920532+00:00,2025-11-25T19:14:59.999000+00:00,BTCUSDT,LONG,87220.49285714,86909.90000000,100.00,0.00114652,1,-0.3561,-0.3780,0.021929,SIGNAL_REVERSAL,16,9,5.2954,0.916509
WIN,2025-12-01T11:52:18.949358+00:00,2025-11-25T19:44:59.999000+00:00,BTCUSDT,SHORT,87111.67142857,86582.80000000,100.00,0.00114795,1,0.6071,0.5852,0.021879,SIGNAL_REVERSAL,17,9,5.8806,0.940388
LOSS,2025-12-01T11:52:18.975307+00:00,2025-11-25T20:14:59.999000+00:00,BTCUSDT,SHORT,86798.25000000,87051.90000000,100.00,0.00115210,1,-0.2922,-0.3143,0.022058,SIGNAL_REVERSAL,17,10,5.5664,0.964446
WIN,2025-12-01T11:52:19.010856+00:00,2025-11-25T20:59:59.999000+00:00,BTCUSDT,LONG,86837.33214286,87330.80000000,100.00,0.00115158,1,0.5683,0.5462,0.022114,SIGNAL_REVERSAL,18,10,6.1125,0.988560
LOSS,2025-12-01T11:52:19.038014+00:00,2025-11-25T22:14:59.999000+00:00,BTCUSDT,LONG,87124.60714286,86608.60000000,100.00,0.00114778,1,-0.5923,-0.6141,0.021882,SIGNAL_REVERSAL,18,11,5.4984,1.012442
LOSS,2025-12-01T11:52:19.068171+00:00,2025-11-25T22:44:59.999000+00:00,BTCUSDT,SHORT,86899.18311925,87294.70000000,190.00,0.00218644,2,-0.8648,-0.9067,0.041973,SIGNAL_REVERSAL,18,12,4.5916,1.058214
WIN,2025-12-01T11:52:19.106850+00:00,2025-11-25T23:59:59.999000+00:00,BTCUSDT,LONG,87093.45357143,87324.10000000,100.00,0.00114819,1,0.2648,0.2428,0.022053,SIGNAL_REVERSAL,19,12,4.8344,1.082267
LOSS,2025-12-01T11:52:19.132685+00:00,2025-11-26T01:44:59.999000+00:00,BTCUSDT,SHORT,87599.89817578,88041.70000000,290.00,0.00331051,3,-1.4626,-1.5267,0.064093,SIGNAL_REVERSAL,19,13,3.3077,1.152160
LOSS,2025-12-01T11:52:19.188597+00:00,2025-11-26T03:14:59.999000+00:00,BTCUSDT,LONG,87759.07979400,87657.50000000,190.00,0.00216502,2,-0.2199,-0.2617,0.041756,SIGNAL_REVERSAL,19,14,3.0460,1.197716
WIN,2025-12-01T11:52:19.218903+00:00,2025-11-26T03:59:59.999000+00:00,BTCUSDT,SHORT,87804.37142857,87088.50000000,100.00,0.00113890,1,0.8153,0.7935,0.021837,SIGNAL_REVERSAL,20,14,3.8395,1.221553
LOSS,2025-12-01T11:52:19.248486+00:00,2025-11-26T05:29:59.999000+00:00,BTCUSDT,SHORT,87318.84073814,87507.50000000,190.00,0.00217593,2,-0.4105,-0.4524,0.041882,SIGNAL_REVERSAL,20,15,3.3871,1.267235
LOSS,2025-12-01T11:52:19.306305+00:00,2025-11-26T08:29:59.999000+00:00,BTCUSDT,LONG,87666.38214286,87522.10000000,100.00,0.00114069,1,-0.1646,-0.1865,0.021967,SIGNAL_REVERSAL,20,16,3.2006,1.291202
WIN,2025-12-01T11:52:19.335081+00:00,2025-11-26T09:14:59.999000+00:00,BTCUSDT,SHORT,87632.56071429,87325.10000000,100.00,0.00114113,1,0.3509,0.3289,0.021930,SIGNAL_REVERSAL,21,16,3.5295,1.315132
WIN,2025-12-01T11:52:19.378512+00:00,2025-11-26T10:29:59.999000+00:00,BTCUSDT,SHORT,87027.60357143,86830.00000000,100.00,0.00114906,1,0.2271,0.2051,0.021955,SIGNAL_REVERSAL,22,16,3.7346,1.339087
LOSS,2025-12-01T11:52:19.401956+00:00,2025-11-26T11:59:59.999000+00:00,BTCUSDT,SHORT,86928.46071429,87049.20000000,100.00,0.00115037,1,-0.1389,-0.1609,0.022028,SIGNAL_REVERSAL,22,17,3.5737,1.363114
LOSS,2025-12-01T11:52:19.432399+00:00,2025-11-26T12:29:59.999000+00:00,BTCUSDT,LONG,86863.96561217,86470.30000000,270.00,0.00310831,3,-1.2236,-1.2828,0.059155,SIGNAL_REVERSAL,22,18,2.2909,1.427670
LOSS,2025-12-01T11:52:19.482024+00:00,2025-11-26T13:59:59.999000+00:00,BTCUSDT,SHORT,86743.67177299,87082.00000000,560.00,0.00645580,6,-2.1842,-2.3078,0.123637,SIGNAL_REVERSAL,22,19,-0.0169,1.562506
WIN,2025-12-01T11:52:19.574895+00:00,2025-11-26T14:29:59.999000+00:00,BTCUSDT,LONG,86954.55000000,87261.10000000,100.00,0.00115003,1,0.3525,0.3305,0.022071,SIGNAL_REVERSAL,23,19,0.3135,1.586577
LOSS,2025-12-01T11:52:19.604696+00:00,2025-11-26T15:59:59.999000+00:00,BTCUSDT,LONG,87036.22007529,86926.20000000,370.00,0.00425110,4,-0.4677,-0.5490,0.081306,SIGNAL_REVERSAL,23,20,-0.2355,1.675283
LOSS,2025-12-01T11:52:19.681134+00:00,2025-11-26T16:29:59.999000+00:00,BTCUSDT,SHORT,87283.78246393,87538.10000000,270.00,0.00309336,3,-0.7867,-0.8463,0.059557,SIGNAL_REVERSAL,23,21,-1.0817,1.740241
WIN,2025-12-01T11:52:19.758322+00:00,2025-11-26T18:14:59.999000+00:00,BTCUSDT,LONG,88965.81575531,90001.00000000,270.00,0.00303487,3,3.1417,3.0816,0.060028,SIGNAL_REVERSAL,24,21,1.9999,1.805669
WIN,2025-12-01T11:52:19.806003+00:00,2025-11-26T19:29:59.999000+00:00,BTCUSDT,LONG,89727.73571429,89749.90000000,100.00,0.00111448,1,0.0247,0.0027,0.022005,SIGNAL_REVERSAL,25,21,2.0026,1.829674
LOSS,2025-12-01T11:52:19.832820+00:00,2025-11-26T21:44:59.999000+00:00,BTCUSDT,SHORT,90087.19955298,90186.50000000,200.00,0.00222007,2,-0.2205,-0.2645,0.044044,SIGNAL_REVERSAL,25,22,1.7381,1.877718
LOSS,2025-12-01T11:52:19.901936+00:00,2025-11-27T00:29:59.999000+00:00,BTCUSDT,LONG,90220.90842782,90157.70000000,190.00,0.00210594,2,-0.1331,-0.1749,0.041773,SIGNAL_REVERSAL,25,23,1.5632,1.923291
LOSS,2025-12-01T11:52:19.950281+00:00,2025-11-27T00:59:59.999000+00:00,BTCUSDT,SHORT,90303.28214286,90426.60000000,100.00,0.00110738,1,-0.1366,-0.1586,0.022027,SIGNAL_REVERSAL,25,24,1.4046,1.947319
WIN,2025-12-01T11:52:20.028099+00:00,2025-11-27T02:44:59.999000+00:00,BTCUSDT,LONG,90839.46428571,91756.00000000,100.00,0.00110084,1,1.0090,0.9868,0.022202,SIGNAL_REVERSAL,26,24,2.3914,1.971521
LOSS,2025-12-01T11:52:20.055518+00:00,2025-11-27T03:44:59.999000+00:00,BTCUSDT,LONG,91446.70948721,91115.80000000,270.00,0.00295254,3,-0.9770,-1.0362,0.059205,SIGNAL_REVERSAL,26,25,1.3551,2.036125
LOSS,2025-12-01T11:52:20.105279+00:00,2025-11-27T05:29:59.999000+00:00,BTCUSDT,SHORT,91293.30000000,91447.30000000,100.00,0.00109537,1,-0.1687,-0.1907,0.022034,SIGNAL_REVERSAL,26,26,1.1644,2.060159
LOSS,2025-12-01T11:52:20.140312+00:00,2025-11-27T05:59:59.999000+00:00,BTCUSDT,LONG,91145.74932200,90932.00000000,270.00,0.00296229,3,-0.6332,-0.6925,0.059273,SIGNAL_REVERSAL,26,27,0.4720,2.124832
LOSS,2025-12-01T11:52:20.195085+00:00,2025-11-27T06:29:59.999000+00:00,BTCUSDT,SHORT,91086.79642857,91336.50000000,100.00,0.00109785,1,-0.2741,-0.2962,0.022055,SIGNAL_REVERSAL,26,28,0.1758,2.148887
WIN,2025-12-01T11:52:20.225395+00:00,2025-11-27T07:44:59.999000+00:00,BTCUSDT,LONG,91201.71785714,91322.70000000,100.00,0.00109647,1,0.1327,0.1106,0.022027,SIGNAL_REVERSAL,27,28,0.2864,2.172914
WIN,2025-12-01T11:52:20.250013+00:00,2025-11-27T09:14:59.999000+00:00,BTCUSDT,LONG,91204.11071429,91463.30000000,100.00,0.00109644,1,0.2842,0.2621,0.022057,SIGNAL_REVERSAL,28,28,0.5485,2.196970
LOSS,2025-12-01T11:52:20.301324+00:00,2025-11-27T11:29:59.999000+00:00,BTCUSDT,LONG,91503.82992411,91324.30000000,360.00,0.00393426,4,-0.7063,-0.7854,0.079059,SIGNAL_REVERSAL,28,29,-0.2369,2.283229
WIN,2025-12-01T11:52:20.363183+00:00,2025-11-27T12:44:59.999000+00:00,BTCUSDT,SHORT,91427.23571429,91072.30000000,100.00,0.00109377,1,0.3882,0.3663,0.021922,SIGNAL_REVERSAL,29,29,0.1294,2.307152
WIN,2025-12-01T11:52:20.390698+00:00,2025-11-27T13:14:59.999000+00:00,BTCUSDT,SHORT,91232.86228717,90790.00000000,190.00,0.00208258,2,0.9223,0.8807,0.041616,SIGNAL_REVERSAL,30,29,1.0101,2.352567
LOSS,2025-12-01T11:52:20.427238+00:00,2025-11-27T16:29:59.999000+00:00,BTCUSDT,SHORT,90996.68504407,91148.20000000,270.00,0.00296714,3,-0.4496,-0.5091,0.059490,SIGNAL_REVERSAL,30,30,0.5011,2.417457
LOSS,2025-12-01T11:52:20.503114+00:00,2025-11-27T19:29:59.999000+00:00,BTCUSDT,LONG,91616.91071429,91569.00000000,100.00,0.00109150,1,-0.0523,-0.0743,0.021990,SIGNAL_REVERSAL,30,31,0.4268,2.441447
WIN,2025-12-01T11:52:20.538132+00:00,2025-11-27T20:29:59.999000+00:00,BTCUSDT,SHORT,91693.60357143,91391.90000000,100.00,0.00109059,1,0.3290,0.3071,0.021934,SIGNAL_REVERSAL,31,31,0.7339,2.465381
LOSS,2025-12-01T11:52:20.572563+00:00,2025-11-27T21:44:59.999000+00:00,BTCUSDT,SHORT,91490.51428571,91496.70000000,100.00,0.00109301,1,-0.0068,-0.0288,0.022001,SIGNAL_REVERSAL,31,32,0.7051,2.489382
WIN,2025-12-01T11:52:20.608984+00:00,2025-11-27T22:14:59.999000+00:00,BTCUSDT,LONG,91402.87142857,91437.10000000,100.00,0.00109406,1,0.0374,0.0154,0.022007,SIGNAL_REVERSAL,32,32,0.7206,2.513390
WIN,2025-12-01T11:52:20.642147+00:00,2025-11-27T22:59:59.999000+00:00,BTCUSDT,SHORT,91521.15000000,91285.00000000,100.00,0.00109264,1,0.2580,0.2361,0.021948,SIGNAL_REVERSAL,33,32,0.9566,2.537338
WIN,2025-12-01T11:52:20.672100+00:00,2025-11-28T00:29:59.999000+00:00,BTCUSDT,SHORT,91422.69723769,91193.00000000,190.00,0.00207826,2,0.4774,0.4357,0.041705,SIGNAL_REVERSAL,34,32,1.3923,2.582843
WIN,2025-12-01T11:52:20.715777+00:00,2025-11-28T01:29:59.999000+00:00,BTCUSDT,SHORT,91293.76785714,90908.70000000,100.00,0.00109537,1,0.4218,0.3999,0.021916,SIGNAL_REVERSAL,35,32,1.7922,2.606758
LOSS,2025-12-01T11:52:20.739999+00:00,2025-11-28T03:14:59.999000+00:00,BTCUSDT,SHORT,91063.71728146,91053.20000000,200.00,0.00219626,2,0.0231,-0.0209,0.043995,SIGNAL_REVERSAL,35,33,1.7713,2.654754
LOSS,2025-12-01T11:52:20.822144+00:00,2025-11-28T06:29:59.999000+00:00,BTCUSDT,LONG,91426.06071429,91267.10000000,100.00,0.00109378,1,-0.1739,-0.1958,0.021965,SIGNAL_REVERSAL,35,34,1.5755,2.678719
WIN,2025-12-01T11:52:20.846510+00:00,2025-11-28T07:59:59.999000+00:00,BTCUSDT,SHORT,91433.89282434,90870.20000000,270.00,0.00295295,3,1.6646,1.6055,0.059067,SIGNAL_REVERSAL,36,34,3.1809,2.743186
LOSS,2025-12-01T11:52:20.900062+00:00,2025-11-28T08:29:59.999000+00:00,BTCUSDT,SHORT,91057.57884374,91105.70000000,270.00,0.00296516,3,-0.1427,-0.2021,0.059429,SIGNAL_REVERSAL,36,35,2.9788,2.808014
WIN,2025-12-01T11:52:20.954414+00:00,2025-11-28T09:14:59.999000+00:00,BTCUSDT,LONG,90998.27142857,91626.80000000,100.00,0.00109892,1,0.6907,0.6686,0.022138,SIGNAL_REVERSAL,37,35,3.6474,2.832153
LOSS,2025-12-01T11:52:20.985112+00:00,2025-11-28T11:29:59.999000+00:00,BTCUSDT,LONG,91430.59379054,91230.90000000,190.00,0.00207808,2,-0.4150,-0.4567,0.041717,SIGNAL_REVERSAL,37,36,3.1907,2.877670
LOSS,2025-12-01T11:52:21.020512+00:00,2025-11-28T12:14:59.999000+00:00,BTCUSDT,SHORT,91375.27500000,91467.80000000,100.00,0.00109439,1,-0.1013,-0.1233,0.022020,SIGNAL_REVERSAL,37,37,3.0674,2.901690
WIN,2025-12-01T11:52:21.051882+00:00,2025-11-28T13:59:59.999000+00:00,BTCUSDT,LONG,91330.60000000,92329.20000000,100.00,0.00109492,1,1.0934,1.0712,0.022219,SIGNAL_REVERSAL,38,37,4.1386,2.925908
WIN,2025-12-01T11:52:21.081987+00:00,2025-11-28T14:59:59.999000+00:00,BTCUSDT,LONG,92029.92351120,92202.10000000,270.00,0.00293383,3,0.5051,0.4456,0.059501,SIGNAL_REVERSAL,39,37,4.5842,2.990809
LOSS,2025-12-01T11:52:21.131424+00:00,2025-11-28T15:44:59.999000+00:00,BTCUSDT,SHORT,92494.44123389,92479.60000000,190.00,0.00205418,2,0.0305,-0.0113,0.041794,SIGNAL_REVERSAL,39,38,4.5729,3.036403
LOSS,2025-12-01T11:52:21.173280+00:00,2025-11-28T16:14:59.999000+00:00,BTCUSDT,LONG,92257.66071429,91839.40000000,100.00,0.00108392,1,-0.4534,-0.4753,0.021909,SIGNAL_REVERSAL,39,39,4.0976,3.060313
WIN,2025-12-01T11:52:21.203418+00:00,2025-11-28T16:44:59.999000+00:00,BTCUSDT,SHORT,92185.56120013,91519.40000000,190.00,0.00206106,2,1.3730,1.3315,0.041525,SIGNAL_REVERSAL,40,39,5.4291,3.105638
LOSS,2025-12-01T11:52:21.253045+00:00,2025-11-28T18:44:59.999000+00:00,BTCUSDT,SHORT,90731.35000000,90773.20000000,100.00,0.00110215,1,-0.0461,-0.0681,0.022009,SIGNAL_REVERSAL,40,40,5.3610,3.129647
LOSS,2025-12-01T11:52:21.297501+00:00,2025-11-28T22:14:59.999000+00:00,BTCUSDT,LONG,90817.16785714,90768.10000000,100.00,0.00110111,1,-0.0540,-0.0760,0.021989,SIGNAL_REVERSAL,40,41,5.2850,3.153637
LOSS,2025-12-01T11:52:21.333511+00:00,2025-11-28T22:59:59.999000+00:00,BTCUSDT,SHORT,90875.25357143,91073.50000000,100.00,0.00110041,1,-0.2182,-0.2402,0.022044,SIGNAL_REVERSAL,40,42,5.0448,3.177680
LOSS,2025-12-01T11:52:21.363286+00:00,2025-11-28T23:59:59.999000+00:00,BTCUSDT,LONG,90924.25609789,90847.80000000,190.00,0.00208965,2,-0.1598,-0.2015,0.041768,SIGNAL_REVERSAL,40,43,4.8432,3.223248
LOSS,2025-12-01T11:52:21.403367+00:00,2025-11-29T01:29:59.999000+00:00,BTCUSDT,SHORT,90937.71071429,90920.70000000,100.00,0.00109965,1,0.0187,-0.0033,0.021996,SIGNAL_REVERSAL,40,44,4.8399,3.247244
WIN,2025-12-01T11:52:21.428159+00:00,2025-11-29T01:59:59.999000+00:00,BTCUSDT,LONG,90797.91778717,90839.20000000,190.00,0.00209256,2,0.0864,0.0446,0.041817,SIGNAL_REVERSAL,41,44,4.8845,3.292862
WIN,2025-12-01T11:52:21.489180+00:00,2025-11-29T03:44:59.999000+00:00,BTCUSDT,SHORT,90828.23214286,90644.40000000,100.00,0.00110098,1,0.2024,0.1804,0.021960,SIGNAL_REVERSAL,42,44,5.0650,3.316821
LOSS,2025-12-01T11:52:21.519297+00:00,2025-11-29T04:59:59.999000+00:00,BTCUSDT,SHORT,90720.82142857,90859.60000000,100.00,0.00110228,1,-0.1530,-0.1750,0.022031,SIGNAL_REVERSAL,42,45,4.8899,3.340852
WIN,2025-12-01T11:52:21.545558+00:00,2025-11-29T06:14:59.999000+00:00,BTCUSDT,LONG,90760.74027280,90784.10000000,190.00,0.00209342,2,0.0489,0.0071,0.041810,SIGNAL_REVERSAL,43,45,4.8970,3.386462
LOSS,2025-12-01T11:52:21.602754+00:00,2025-11-29T08:29:59.999000+00:00,BTCUSDT,SHORT,90588.11740246,90574.30000000,200.00,0.00220780,2,0.0305,-0.0135,0.043994,SIGNAL_REVERSAL,43,46,4.8836,3.434456
WIN,2025-12-01T11:52:21.651518+00:00,2025-11-29T09:44:59.999000+00:00,BTCUSDT,LONG,90484.33214286,90540.50000000,100.00,0.00110516,1,0.0621,0.0401,0.022012,SIGNAL_REVERSAL,44,46,4.9236,3.458468
WIN,2025-12-01T11:52:21.683877+00:00,2025-11-29T12:14:59.999000+00:00,BTCUSDT,SHORT,90629.91428571,90608.50000000,100.00,0.00110339,1,0.0236,0.0016,0.021995,SIGNAL_REVERSAL,45,46,4.9252,3.482463
WIN,2025-12-01T11:52:21.716684+00:00,2025-11-29T12:44:59.999000+00:00,BTCUSDT,LONG,90545.73571429,90582.50000000,100.00,0.00110441,1,0.0406,0.0186,0.022008,SIGNAL_REVERSAL,46,46,4.9438,3.506471
LOSS,2025-12-01T11:52:21.749156+00:00,2025-11-29T13:44:59.999000+00:00,BTCUSDT,SHORT,90673.69473217,90697.70000000,190.00,0.00209543,2,-0.0503,-0.0921,0.041810,SIGNAL_REVERSAL,46,47,4.8517,3.552081
LOSS,2025-12-01T11:52:21.787513+00:00,2025-11-29T14:44:59.999000+00:00,BTCUSDT,LONG,90630.64285714,90626.60000000,100.00,0.00110338,1,-0.0045,-0.0265,0.021999,SIGNAL_REVERSAL,46,48,4.8253,3.576081
LOSS,2025-12-01T11:52:21.821485+00:00,2025-11-29T15:29:59.999000+00:00,BTCUSDT,SHORT,90685.55714286,90835.10000000,100.00,0.00110271,1,-0.1649,-0.1869,0.022033,SIGNAL_REVERSAL,46,49,4.6383,3.600113
WIN,2025-12-01T11:52:21.855475+00:00,2025-11-29T16:14:59.999000+00:00,BTCUSDT,LONG,90767.90000000,90964.20000000,100.00,0.00110171,1,0.2163,0.1942,0.022043,SIGNAL_REVERSAL,47,49,4.8326,3.624157
LOSS,2025-12-01T11:52:21.885888+00:00,2025-11-29T17:29:59.999000+00:00,BTCUSDT,LONG,90800.09161411,90670.10000000,460.00,0.00506607,5,-0.6585,-0.7596,0.101068,SIGNAL_REVERSAL,47,50,4.0729,3.734425
LOSS,2025-12-01T11:52:21.996904+00:00,2025-11-29T18:59:59.999000+00:00,BTCUSDT,SHORT,90485.47415077,90652.90000000,190.00,0.00209978,2,-0.3516,-0.3934,0.041870,SIGNAL_REVERSAL,47,51,3.6795,3.780095
WIN,2025-12-01T11:52:22.036364+00:00,2025-11-29T19:59:59.999000+00:00,BTCUSDT,LONG,90533.98928571,90602.90000000,100.00,0.00110456,1,0.0761,0.0541,0.022015,SIGNAL_REVERSAL,48,51,3.7336,3.804111
LOSS,2025-12-01T11:52:22.062398+00:00,2025-11-29T20:59:59.999000+00:00,BTCUSDT,SHORT,90717.85357143,90921.70000000,100.00,0.00110232,1,-0.2247,-0.2467,0.022045,SIGNAL_REVERSAL,48,52,3.4869,3.828156
LOSS,2025-12-01T11:52:22.094084+00:00,2025-11-29T22:29:59.999000+00:00,BTCUSDT,LONG,90799.31785714,90694.00000000,100.00,0.00110133,1,-0.1160,-0.1380,0.021977,SIGNAL_REVERSAL,48,53,3.3489,3.852132
WIN,2025-12-01T11:52:22.121565+00:00,2025-11-29T23:44:59.999000+00:00,BTCUSDT,SHORT,90833.00715107,90812.80000000,190.00,0.00209175,2,0.0423,0.0005,0.041792,SIGNAL_REVERSAL,49,53,3.3494,3.897724
WIN,2025-12-01T11:52:22.169638+00:00,2025-11-30T01:14:59.999000+00:00,BTCUSDT,LONG,90721.71428571,90966.20000000,100.00,0.00110227,1,0.2695,0.2474,0.022054,SIGNAL_REVERSAL,50,53,3.5968,3.921778
LOSS,2025-12-01T11:52:22.206256+00:00,2025-11-30T02:59:59.999000+00:00,BTCUSDT,LONG,90859.90678123,90745.20000000,190.00,0.00209113,2,-0.2399,-0.2816,0.041752,SIGNAL_REVERSAL,50,54,3.3152,3.967330
WIN,2025-12-01T11:52:22.249502+00:00,2025-11-30T03:29:59.999000+00:00,BTCUSDT,SHORT,90802.83571429,90647.80000000,100.00,0.00110129,1,0.1707,0.1488,0.021966,SIGNAL_REVERSAL,51,54,3.4640,3.991296
LOSS,2025-12-01T11:52:22.277042+00:00,2025-11-30T03:59:59.999000+00:00,BTCUSDT,SHORT,90780.00799165,90873.00000000,270.00,0.00297422,3,-0.2766,-0.3360,0.059455,SIGNAL_REVERSAL,51,55,3.1279,4.056151
LOSS,2025-12-01T11:52:22.337213+00:00,2025-11-30T04:59:59.999000+00:00,BTCUSDT,LONG,90803.05357143,90808.20000000,100.00,0.00110128,1,0.0057,-0.0163,0.022001,SIGNAL_REVERSAL,51,56,3.1116,4.080152
WIN,2025-12-01T11:52:22.395921+00:00,2025-11-30T08:14:59.999000+00:00,BTCUSDT,LONG,90819.96428571,90944.20000000,100.00,0.00110108,1,0.1368,0.1148,0.022027,SIGNAL_REVERSAL,52,56,3.2264,4.104179
