order_id,symbol,side,price,quantity,notional_usd,placed_at,grid_level,atr_multiplier,status,filled_at,fill_price,fill_candle_time
3a8ae5e0-5aa6-40df-b828-87900f833557,BTCUSDT,BID,88654.05000000,0.00101518,90.00,2025-11-24T20:59:59.999000+00:00,2,1.00,PENDING,,,
46444cbb-453c-4666-a895-9ca552afeb58,BTCUSDT,BID,88471.72500000,0.00090424,80.00,2025-11-24T20:59:59.999000+00:00,3,1.50,PENDING,,,
9d41ac66-46ea-4daf-96b7-23335c9f1f1d,BTCUSDT,BID,88836.37500000,0.00112567,100.00,2025-11-24T20:59:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.185657+00:00,88836.37500000,2025-11-24T21:14:59.999000+00:00
e622e8af-37f0-4715-99ff-a6ec2cd4e0b8,BTCUSDT,BID,88809.10357143,0.00112601,100.00,2025-11-24T21:14:59.999000+00:00,1,0.50,PENDING,,,
e622e8af-37f0-4715-99ff-a6ec2cd4e0b8,BTCUSDT,BID,88809.10357143,0.00112601,100.00,2025-11-24T21:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.198780+00:00,88809.10357143,2025-11-24T21:29:59.999000+00:00
adc21b79-e157-4be8-95d9-48e7f5b03eab,BTCUSDT,BID,88700.58214286,0.00112739,100.00,2025-11-24T21:29:59.999000+00:00,1,0.50,PENDING,,,
f69da1d6-6a2c-4794-8771-000a23781675,BTCUSDT,ASK,88867.90357143,0.00112527,100.00,2025-11-24T21:59:59.999000+00:00,1,0.50,PENDING,,,
07b58d3f-903b-4007-b59e-5d9dadf5f872,BTCUSDT,ASK,89022.50714286,0.00101098,90.00,2025-11-24T21:59:59.999000+00:00,2,1.00,PENDING,,,
c3e36691-0deb-4b54-9c62-3782865e3f2d,BTCUSDT,ASK,89177.11071429,0.00089709,80.00,2025-11-24T21:59:59.999000+00:00,3,1.50,PENDING,,,
f69da1d6-6a2c-4794-8771-000a23781675,BTCUSDT,ASK,88867.90357143,0.00112527,100.00,2025-11-24T21:59:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.231680+00:00,88867.90357143,2025-11-24T22:14:59.999000+00:00
342e5895-b922-46a3-a00d-ccdff3875cdf,BTCUSDT,ASK,89148.11785714,0.00112173,100.00,2025-11-24T22:14:59.999000+00:00,1,0.50,PENDING,,,
07b58d3f-903b-4007-b59e-5d9dadf5f872,BTCUSDT,ASK,89022.50714286,0.00101098,90.00,2025-11-24T21:59:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.231720+00:00,89022.50714286,2025-11-24T22:14:59.999000+00:00
d1617317-cbda-48b3-9de6-84b4976ac778,BTCUSDT,ASK,89304.83571429,0.00100778,90.00,2025-11-24T22:14:59.999000+00:00,2,1.00,PENDING,,,
c9ebbee3-f37e-4287-93ba-9ee49828259c,BTCUSDT,ASK,88613.37142857,0.00112850,100.00,2025-11-24T23:14:59.999000+00:00,1,0.50,PENDING,,,
d5c7564c-9f6e-42f6-98d4-50e387651e18,BTCUSDT,ASK,88756.24285714,0.00101401,90.00,2025-11-24T23:14:59.999000+00:00,2,1.00,PENDING,,,
9f353e14-f8ff-46d2-99f9-1f9f705059ee,BTCUSDT,ASK,88899.11428571,0.00089990,80.00,2025-11-24T23:14:59.999000+00:00,3,1.50,PENDING,,,
c9ebbee3-f37e-4287-93ba-9ee49828259c,BTCUSDT,ASK,88613.37142857,0.00112850,100.00,2025-11-24T23:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.280662+00:00,88613.37142857,2025-11-24T23:14:59.999000+00:00
3cf32ba1-091b-4990-b2cb-57ce74217086,BTCUSDT,ASK,88369.58214286,0.00113161,100.00,2025-11-24T23:59:59.999000+00:00,1,0.50,PENDING,,,
bc9e24e8-cb80-4211-ac47-f91f2eb6cf4e,BTCUSDT,ASK,88492.06428571,0.00101704,90.00,2025-11-24T23:59:59.999000+00:00,2,1.00,PENDING,,,
af8ca63f-ec9e-4685-8857-6dd64d631b94,BTCUSDT,ASK,88614.54642857,0.00090279,80.00,2025-11-24T23:59:59.999000+00:00,3,1.50,PENDING,,,
3cf32ba1-091b-4990-b2cb-57ce74217086,BTCUSDT,ASK,88369.58214286,0.00113161,100.00,2025-11-24T23:59:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.311820+00:00,88369.58214286,2025-11-24T23:59:59.999000+00:00
71746f20-151f-46d5-a125-d40f6474b326,BTCUSDT,ASK,87967.75357143,0.00113678,100.00,2025-11-25T00:29:59.999000+00:00,1,0.50,PENDING,,,
8fc4e820-628b-403d-b827-ced47bbeee38,BTCUSDT,ASK,88089.20714286,0.00102169,90.00,2025-11-25T00:29:59.999000+00:00,2,1.00,PENDING,,,
537f9dc5-46dd-496f-8a4c-fa6d81031fc1,BTCUSDT,ASK,88210.66071429,0.00090692,80.00,2025-11-25T00:29:59.999000+00:00,3,1.50,PENDING,,,
71746f20-151f-46d5-a125-d40f6474b326,BTCUSDT,ASK,87967.75357143,0.00113678,100.00,2025-11-25T00:29:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.340632+00:00,87967.75357143,2025-11-25T00:29:59.999000+00:00
8fc4e820-628b-403d-b827-ced47bbeee38,BTCUSDT,ASK,88089.20714286,0.00102169,90.00,2025-11-25T00:29:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.349797+00:00,88089.20714286,2025-11-25T00:44:59.999000+00:00
6db73cda-e089-44e6-9afd-8112e1a5b3b4,BTCUSDT,ASK,88401.92857143,0.00101808,90.00,2025-11-25T00:44:59.999000+00:00,2,1.00,PENDING,,,
537f9dc5-46dd-496f-8a4c-fa6d81031fc1,BTCUSDT,ASK,88210.66071429,0.00090692,80.00,2025-11-25T00:29:59.999000+00:00,3,1.50,FILLED,2025-12-01T11:52:18.349814+00:00,88210.66071429,2025-11-25T00:44:59.999000+00:00
7681e9e2-5e5e-459e-8efa-84b0a36c025b,BTCUSDT,ASK,88529.24285714,0.00090366,80.00,2025-11-25T00:44:59.999000+00:00,3,1.50,PENDING,,,
af92a959-5415-4ad9-846a-d6f96f51adae,BTCUSDT,ASK,87882.91785714,0.00113788,100.00,2025-11-25T02:14:59.999000+00:00,1,0.50,PENDING,,,
8e2cc80d-17a1-4f8b-a24c-b85b47bd4648,BTCUSDT,ASK,88014.53571429,0.00102256,90.00,2025-11-25T02:14:59.999000+00:00,2,1.00,PENDING,,,
a2bc722f-13f8-4bb1-9e9d-529e01465c75,BTCUSDT,ASK,88146.15357143,0.00090758,80.00,2025-11-25T02:14:59.999000+00:00,3,1.50,PENDING,,,
af92a959-5415-4ad9-846a-d6f96f51adae,BTCUSDT,ASK,87882.91785714,0.00113788,100.00,2025-11-25T02:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.398494+00:00,87882.91785714,2025-11-25T02:14:59.999000+00:00
a83ad925-bd60-4067-8f22-c89bffbb4d7c,BTCUSDT,BID,87626.94285714,0.00114120,100.00,2025-11-25T03:14:59.999000+00:00,1,0.50,PENDING,,,
f7d9344a-39b6-4f45-9c72-79d52e97a350,BTCUSDT,BID,87487.98571429,0.00102871,90.00,2025-11-25T03:14:59.999000+00:00,2,1.00,PENDING,,,
00672ad5-8902-4d64-b5f9-c59d4fc7bac0,BTCUSDT,BID,87349.02857143,0.00091587,80.00,2025-11-25T03:14:59.999000+00:00,3,1.50,PENDING,,,
a83ad925-bd60-4067-8f22-c89bffbb4d7c,BTCUSDT,BID,87626.94285714,0.00114120,100.00,2025-11-25T03:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.424529+00:00,87626.94285714,2025-11-25T03:44:59.999000+00:00
5ec8941f-ccb0-4aaf-8797-c33115293e97,BTCUSDT,BID,87488.10714286,0.00114301,100.00,2025-11-25T03:44:59.999000+00:00,1,0.50,PENDING,,,
356ebff0-a673-4bbc-95c2-4a7d2cfc2e95,BTCUSDT,BID,87851.72142857,0.00113828,100.00,2025-11-25T04:29:59.999000+00:00,1,0.50,PENDING,,,
6d148d92-46b4-4342-acad-1c41bd1f16c8,BTCUSDT,BID,87711.64285714,0.00102609,90.00,2025-11-25T04:29:59.999000+00:00,2,1.00,PENDING,,,
cd45caf1-208a-426a-8c53-225fdb4e6027,BTCUSDT,BID,87571.56428571,0.00091354,80.00,2025-11-25T04:29:59.999000+00:00,3,1.50,PENDING,,,
01aaaa93-c949-43fd-9020-c9258154afb8,BTCUSDT,BID,88154.64285714,0.00113437,100.00,2025-11-25T04:59:59.999000+00:00,1,0.50,PENDING,,,
26d63cc7-437f-490a-aee8-f8bafb60ad0e,BTCUSDT,BID,88010.38571429,0.00102261,90.00,2025-11-25T04:59:59.999000+00:00,2,1.00,PENDING,,,
3a2484fc-1b96-4fee-9d72-d36a6fcd1bc8,BTCUSDT,BID,87866.12857143,0.00091048,80.00,2025-11-25T04:59:59.999000+00:00,3,1.50,PENDING,,,
01aaaa93-c949-43fd-9020-c9258154afb8,BTCUSDT,BID,88154.64285714,0.00113437,100.00,2025-11-25T04:59:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.484670+00:00,88154.64285714,2025-11-25T04:59:59.999000+00:00
26d63cc7-437f-490a-aee8-f8bafb60ad0e,BTCUSDT,BID,88010.38571429,0.00102261,90.00,2025-11-25T04:59:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.494405+00:00,88010.38571429,2025-11-25T05:29:59.999000+00:00
ec7bd3ce-96e2-4c66-9aba-d720bcf67b98,BTCUSDT,BID,87668.94285714,0.00102659,90.00,2025-11-25T05:29:59.999000+00:00,2,1.00,PENDING,,,
aaf36245-0878-4b80-88b0-50a9b74051e9,BTCUSDT,ASK,88171.07857143,0.00113416,100.00,2025-11-25T06:14:59.999000+00:00,1,0.50,PENDING,,,
cfa9ba9c-5098-4cb0-89aa-6ce1b9f89157,BTCUSDT,ASK,88301.15714286,0.00101924,90.00,2025-11-25T06:14:59.999000+00:00,2,1.00,PENDING,,,
a2fa75f2-a352-4a6e-980f-cebd6169652a,BTCUSDT,ASK,88431.23571429,0.00090466,80.00,2025-11-25T06:14:59.999000+00:00,3,1.50,PENDING,,,
cad40bd1-eccf-4db4-b4f3-43d153ebe490,BTCUSDT,ASK,87959.55000000,0.00113689,100.00,2025-11-25T06:44:59.999000+00:00,1,0.50,PENDING,,,
b28704ab-121e-4a6c-aeb9-6a021704d613,BTCUSDT,ASK,88083.60000000,0.00102176,90.00,2025-11-25T06:44:59.999000+00:00,2,1.00,PENDING,,,
d4a9b98e-3615-4d9d-bf02-ef26cb8188d0,BTCUSDT,ASK,88207.65000000,0.00090695,80.00,2025-11-25T06:44:59.999000+00:00,3,1.50,PENDING,,,
cad40bd1-eccf-4db4-b4f3-43d153ebe490,BTCUSDT,ASK,87959.55000000,0.00113689,100.00,2025-11-25T06:44:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.544148+00:00,87959.55000000,2025-11-25T06:59:59.999000+00:00
4e4d3d6d-ae56-4ac5-a58e-30d063a4c258,BTCUSDT,ASK,88088.91785714,0.00113522,100.00,2025-11-25T06:59:59.999000+00:00,1,0.50,PENDING,,,
c6615760-f856-4833-a962-f7cb05793a60,BTCUSDT,ASK,87779.07857143,0.00113922,100.00,2025-11-25T07:44:59.999000+00:00,1,0.50,PENDING,,,
fb376cf3-1162-4a60-8a1a-806203dc14c1,BTCUSDT,ASK,87893.65714286,0.00102396,90.00,2025-11-25T07:44:59.999000+00:00,2,1.00,PENDING,,,
0d4fdaef-a80e-4fbc-a3ca-1618e549157e,BTCUSDT,ASK,88008.23571429,0.00090901,80.00,2025-11-25T07:44:59.999000+00:00,3,1.50,PENDING,,,
3b482a48-4ff4-4918-b7b7-9c3629458301,BTCUSDT,ASK,87496.35000000,0.00114290,100.00,2025-11-25T08:14:59.999000+00:00,1,0.50,PENDING,,,
a7291595-9f61-4bd1-a3df-bd2ef3cb4986,BTCUSDT,ASK,87614.30000000,0.00102723,90.00,2025-11-25T08:14:59.999000+00:00,2,1.00,PENDING,,,
d2784657-47cb-461a-8616-2cc0a2dc2746,BTCUSDT,ASK,87732.25000000,0.00091187,80.00,2025-11-25T08:14:59.999000+00:00,3,1.50,PENDING,,,
3b482a48-4ff4-4918-b7b7-9c3629458301,BTCUSDT,ASK,87496.35000000,0.00114290,100.00,2025-11-25T08:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.599771+00:00,87496.35000000,2025-11-25T08:29:59.999000+00:00
c8924e5c-6464-4e34-b43f-010bb2c56aff,BTCUSDT,ASK,87606.79285714,0.00114146,100.00,2025-11-25T08:29:59.999000+00:00,1,0.50,PENDING,,,
c557089b-888e-4889-aba3-3139a14ce6bd,BTCUSDT,ASK,86917.29285714,0.00115052,100.00,2025-11-25T09:14:59.999000+00:00,1,0.50,PENDING,,,
293fa28e-ec9d-48a6-a51d-c48a6c14f6a1,BTCUSDT,ASK,87036.28571429,0.00103405,90.00,2025-11-25T09:14:59.999000+00:00,2,1.00,PENDING,,,
d23dc0e4-6282-404b-a1b1-cda8c5f0092c,BTCUSDT,ASK,87155.27857143,0.00091790,80.00,2025-11-25T09:14:59.999000+00:00,3,1.50,PENDING,,,
c557089b-888e-4889-aba3-3139a14ce6bd,BTCUSDT,ASK,86917.29285714,0.00115052,100.00,2025-11-25T09:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.633629+00:00,86917.29285714,2025-11-25T09:14:59.999000+00:00
293fa28e-ec9d-48a6-a51d-c48a6c14f6a1,BTCUSDT,ASK,87036.28571429,0.00103405,90.00,2025-11-25T09:14:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.642276+00:00,87036.28571429,2025-11-25T09:44:59.999000+00:00
5dcf7f0b-0812-4940-ae5a-f8210d85f71c,BTCUSDT,ASK,87317.67142857,0.00103072,90.00,2025-11-25T09:44:59.999000+00:00,2,1.00,PENDING,,,
d23dc0e4-6282-404b-a1b1-cda8c5f0092c,BTCUSDT,ASK,87155.27857143,0.00091790,80.00,2025-11-25T09:14:59.999000+00:00,3,1.50,FILLED,2025-12-01T11:52:18.652904+00:00,87155.27857143,2025-11-25T09:59:59.999000+00:00
b9f5c487-232d-431d-99f8-afa388849ac8,BTCUSDT,ASK,87617.84642857,0.00091306,80.00,2025-11-25T09:59:59.999000+00:00,3,1.50,PENDING,,,
b9aff63e-440e-4368-9f35-ab358fc63c17,BTCUSDT,BID,86868.23214286,0.00115117,100.00,2025-11-25T10:14:59.999000+00:00,1,0.50,PENDING,,,
b3662fd9-018b-44cb-bd88-1c858bfc37b5,BTCUSDT,BID,86725.06428571,0.00103776,90.00,2025-11-25T10:14:59.999000+00:00,2,1.00,PENDING,,,
7dc7dece-e3cf-4928-839c-31a2c360b569,BTCUSDT,BID,86581.89642857,0.00092398,80.00,2025-11-25T10:14:59.999000+00:00,3,1.50,PENDING,,,
299d8941-5119-446f-a433-7769e205b1b4,BTCUSDT,BID,87262.22142857,0.00114597,100.00,2025-11-25T11:14:59.999000+00:00,1,0.50,PENDING,,,
9ec08775-e7a9-4ce3-a661-bacb56e7239b,BTCUSDT,BID,87122.24285714,0.00103303,90.00,2025-11-25T11:14:59.999000+00:00,2,1.00,PENDING,,,
52706df4-85a1-4ec6-bdb7-ffc283041dfe,BTCUSDT,BID,86982.26428571,0.00091973,80.00,2025-11-25T11:14:59.999000+00:00,3,1.50,PENDING,,,
299d8941-5119-446f-a433-7769e205b1b4,BTCUSDT,BID,87262.22142857,0.00114597,100.00,2025-11-25T11:14:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.708794+00:00,87262.22142857,2025-11-25T11:14:59.999000+00:00
1d75a03f-0699-45db-934c-12182c1a2c5b,BTCUSDT,BID,87451.71071429,0.00114349,100.00,2025-11-25T12:29:59.999000+00:00,1,0.50,PENDING,,,
cc4b8002-ebf7-48cf-9097-c756659bd473,BTCUSDT,BID,87321.62142857,0.00103067,90.00,2025-11-25T12:29:59.999000+00:00,2,1.00,PENDING,,,
89a87479-e4cb-43d3-ac13-50032878f983,BTCUSDT,BID,87191.53214286,0.00091752,80.00,2025-11-25T12:29:59.999000+00:00,3,1.50,PENDING,,,
1d75a03f-0699-45db-934c-12182c1a2c5b,BTCUSDT,BID,87451.71071429,0.00114349,100.00,2025-11-25T12:29:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.738407+00:00,87451.71071429,2025-11-25T12:44:59.999000+00:00
cc4b8002-ebf7-48cf-9097-c756659bd473,BTCUSDT,BID,87321.62142857,0.00103067,90.00,2025-11-25T12:29:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.746840+00:00,87321.62142857,2025-11-25T13:14:59.999000+00:00
afd701b7-a8ae-411a-aad6-5bfc420159d4,BTCUSDT,BID,87291.69285714,0.00103103,90.00,2025-11-25T13:14:59.999000+00:00,2,1.00,PENDING,,,
89a87479-e4cb-43d3-ac13-50032878f983,BTCUSDT,BID,87191.53214286,0.00091752,80.00,2025-11-25T12:29:59.999000+00:00,3,1.50,FILLED,2025-12-01T11:52:18.762476+00:00,87191.53214286,2025-11-25T13:44:59.999000+00:00
c30c2525-c743-459a-9a53-b865cd1c535f,BTCUSDT,BID,86561.04285714,0.00092420,80.00,2025-11-25T13:44:59.999000+00:00,3,1.50,PENDING,,,
afd701b7-a8ae-411a-aad6-5bfc420159d4,BTCUSDT,BID,87291.69285714,0.00103103,90.00,2025-11-25T13:14:59.999000+00:00,2,1.00,FILLED,2025-12-01T11:52:18.762501+00:00,87291.69285714,2025-11-25T13:44:59.999000+00:00
dd85e56e-7c62-4394-9d3a-0ea6115a0081,BTCUSDT,BID,86702.32857143,0.00103803,90.00,2025-11-25T13:44:59.999000+00:00,2,1.00,PENDING,,,
dd35b81e-5622-4f46-80a1-2ea93c91b897,BTCUSDT,ASK,87168.90357143,0.00114720,100.00,2025-11-25T13:59:59.999000+00:00,1,0.50,PENDING,,,
8c142459-59f3-4ee3-a0f6-e58a774500e7,BTCUSDT,ASK,87310.00714286,0.00103081,90.00,2025-11-25T13:59:59.999000+00:00,2,1.00,PENDING,,,
975f4eef-fc7b-40d6-8fdb-6d65c3d8d903,BTCUSDT,ASK,87451.11071429,0.00091480,80.00,2025-11-25T13:59:59.999000+00:00,3,1.50,PENDING,,,
dd35b81e-5622-4f46-80a1-2ea93c91b897,BTCUSDT,ASK,87168.90357143,0.00114720,100.00,2025-11-25T13:59:59.999000+00:00,1,0.50,FILLED,2025-12-01T11:52:18.807610+00:00,87168.90357143,2025-11-25T14:14:59.999000+00:00
4d46fafa-3744-4bc9-a33f-2bbbab7c215b,BTCUSDT,ASK,86887.55357143,0.00115091,100.00,2025-11-25T14:59:59.999000+00:00,1,0.50,PENDING,,,
